City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Huangnihe,CN,2022-05-04 16:08:41,43.5583,128.0239,58.82,44,93,4.81
294,Chartres,FR,2022-05-04 16:08:41,48.4167,1.5,66.7,62,100,5.99
295,Trinidad,BO,2022-05-04 16:08:42,-14.8333,-64.9,75.18,46,75,13.8
296,Batagay-Alyta,RU,2022-05-04 16:08:42,67.8006,130.4114,8.74,97,100,4.03
297,Vestmanna,FO,2022-05-04 16:08:43,62.1564,-7.1664,43.72,87,100,16.11
298,North Platte,US,2022-05-04 16:05:21,41.1239,-100.7654,45.12,92,100,12.66
299,Goba,ET,2022-05-04 16:08:44,7.0167,39.9833,54.0,78,80,3.74
300,Khorixas,NA,2022-05-04 16:08:44,-20.3667,14.9667,83.12,14,0,7.61
301,Chumikan,RU,2022-05-04 16:08:44,54.7183,135.315,31.1,98,100,8.23
302,Longyearbyen,SJ,2022-05-04 16:08:45,78.2186,15.6401,17.44,67,20,6.91
303,Coquimbo,CL,2022-05-04 16:07:41,-29.9533,-71.3436,58.73,82,100,2.3
304,Villanueva,HN,2022-05-04 16:08:46,15.3167,-88.0,88.79,51,75,4.61
305,Kirakira,SB,2022-05-04 16:08:46,-10.4544,161.9205,79.05,80,8,1.43
306,Del Rio,US,2022-05-04 16:08:47,29.3627,-100.8968,75.31,94,100,11.5
307,Poddorye,RU,2022-05-04 16:08:47,57.4695,31.1156,43.95,40,91,7.58
308,Isangel,VU,2022-05-04 16:08:47,-19.55,169.2667,76.39,81,0,3.74
309,Uvalde,US,2022-05-04 16:08:48,29.3669,-99.767,77.99,55,100,14.97
310,Berdigestyakh,RU,2022-05-04 16:08:48,62.0989,126.6992,26.87,98,100,2.35
311,Voh,NC,2022-05-04 16:08:49,-20.9667,164.7,72.63,93,3,3.96
312,Sabzevar,IR,2022-05-04 16:08:50,36.2126,57.6819,58.28,88,40,11.5
313,San Cristobal,VE,2022-05-04 16:08:50,7.7669,-72.225,80.19,53,70,7.65
314,Taonan,CN,2022-05-04 16:08:50,45.3333,122.7833,81.07,12,98,24.72
315,Rypin,PL,2022-05-04 16:08:51,53.066,19.4094,56.1,55,100,8.3
316,Ferkessedougou,CI,2022-05-04 16:08:51,9.6,-5.2,99.43,27,98,1.88
317,Kirovsk,UA,2022-05-04 16:08:52,48.6375,38.6428,58.15,52,84,6.15
318,Lompoc,US,2022-05-04 16:04:53,34.6391,-120.4579,67.84,71,0,0.0
319,Utmanzai,PK,2022-05-04 16:08:53,34.188,71.7629,72.21,40,21,0.76
320,Toropets,RU,2022-05-04 16:08:53,56.4978,31.6353,43.18,40,77,8.59
321,Altay,CN,2022-05-04 16:08:53,47.8667,88.1167,56.23,52,100,3.38
322,Tiarei,PF,2022-05-04 16:08:54,-17.5333,-149.3333,78.82,79,84,12.55
323,Entebbe,UG,2022-05-04 16:08:55,0.0644,32.4469,75.52,78,20,16.11
324,Shelby,US,2022-05-04 16:08:55,35.2001,-89.8668,71.69,67,0,6.91
325,Banda Aceh,ID,2022-05-04 16:08:55,5.5577,95.3222,80.83,76,97,7.29
326,Formosa,AR,2022-05-04 16:08:56,-26.1775,-58.1781,67.98,60,20,12.66
327,Lahaina,US,2022-05-04 16:08:56,20.8783,-156.6825,73.81,94,12,9.73
328,Gweta,BW,2022-05-04 16:08:57,-20.1833,25.2333,73.78,28,0,8.59
329,Grand Gaube,MU,2022-05-04 16:08:57,-20.0064,57.6608,78.39,74,4,5.01
330,Dalvik,IS,2022-05-04 16:08:58,65.9702,-18.5286,34.5,77,94,0.85
331,Mayumba,GA,2022-05-04 16:08:58,-3.432,10.6554,81.21,86,100,6.69
332,Bolu,TR,2022-05-04 16:08:59,40.6667,31.5833,45.81,87,87,6.24
333,Marsh Harbour,BS,2022-05-04 16:05:42,26.5412,-77.0636,79.12,72,93,7.7
334,Deputatskiy,RU,2022-05-04 16:09:00,69.3,139.9,11.59,99,90,2.06
335,Hovin,NO,2022-05-04 16:09:00,63.1055,10.225,47.84,71,100,3.29
336,Abu Samrah,SY,2022-05-04 16:09:01,35.3029,37.1841,68.52,61,67,6.67
337,San Javier,ES,2022-05-04 16:09:02,37.8063,-0.8374,60.22,86,20,14.97
338,Rio Bueno,CL,2022-05-04 16:09:02,-40.3167,-72.9667,63.1,70,99,0.43
339,Port Lincoln,AU,2022-05-04 16:09:03,-34.7333,135.8667,56.07,55,81,16.51
340,Ruteng,ID,2022-05-04 16:09:03,-8.6136,120.4721,63.82,95,79,3.42
341,Vidim,RU,2022-05-04 16:09:04,56.4088,103.1106,32.38,84,100,8.72
342,Itacarambi,BR,2022-05-04 16:09:05,-15.1022,-44.0919,96.49,22,0,3.27
343,Ostrovnoy,RU,2022-05-04 16:09:05,68.0531,39.5131,25.77,85,100,15.75
344,Raudeberg,NO,2022-05-04 16:09:06,61.9875,5.1352,46.96,77,100,22.91
345,Warmbad,NA,2022-05-04 16:09:06,-28.45,18.7333,81.63,18,0,10.29
346,La Ronge,CA,2022-05-04 16:09:07,55.1001,-105.2842,32.22,86,100,11.5
347,Olavarria,AR,2022-05-04 16:09:07,-36.8927,-60.3225,63.01,57,4,11.54
348,Gaoual,GN,2022-05-04 16:09:08,11.75,-13.2,105.49,18,35,5.55
349,Barao De Melgaco,BR,2022-05-04 16:09:09,-16.1944,-55.9675,71.49,53,98,5.17
350,Rock Springs,US,2022-05-04 16:09:11,41.5875,-109.2029,39.24,83,100,8.05
351,Necochea,AR,2022-05-04 16:09:11,-38.5473,-58.7368,65.62,45,13,16.2
352,Yantongshan,CN,2022-05-04 16:09:12,43.2919,126.0094,66.06,38,95,18.9
353,Kendari,ID,2022-05-04 16:09:12,-3.945,122.4989,76.55,94,100,2.89
354,Caravelas,BR,2022-05-04 16:09:13,-17.7125,-39.2481,85.69,57,0,10.71
355,Wajir,KE,2022-05-04 16:09:14,1.7471,40.0573,81.46,67,80,13.6
356,Santa Lucia,ES,2022-05-04 16:09:14,27.9117,-15.5407,63.72,53,20,26.46
357,Margate,GB,2022-05-04 16:05:33,51.3813,1.3862,57.87,86,100,1.99
358,Bengkulu,ID,2022-05-04 16:09:15,-3.8004,102.2655,75.4,89,89,4.61
359,Kungurtug,RU,2022-05-04 16:09:15,50.5994,97.5228,29.44,65,40,3.51
360,Belaya Gora,RU,2022-05-04 16:09:16,68.5333,146.4167,26.78,93,100,2.3
361,Alofi,NU,2022-05-04 16:07:44,-19.0595,-169.9187,75.09,78,7,8.05
362,Bac Lieu,VN,2022-05-04 16:09:16,9.285,105.7244,82.13,79,60,7.52
363,Stephenville Crossing,CA,2022-05-04 16:09:17,48.5,-58.4318,43.86,78,90,7.61
364,Sangar,RU,2022-05-04 16:09:17,63.9242,127.4739,29.71,99,100,3.78
365,Lerwick,GB,2022-05-04 16:06:04,60.1545,-1.1494,50.0,83,96,15.75
366,Yucca Valley,US,2022-05-04 16:05:28,34.1142,-116.4322,74.46,23,0,11.99
367,Bhatkal,IN,2022-05-04 16:09:18,13.9667,74.5667,84.0,81,100,5.08
368,Arcata,US,2022-05-04 16:06:30,40.8665,-124.0828,52.99,93,100,0.0
369,Jalu,LY,2022-05-04 16:09:19,29.0331,21.5482,81.95,19,27,11.01
370,Vieste,IT,2022-05-04 16:09:20,41.8825,16.175,63.28,70,85,9.55
371,Pitimbu,BR,2022-05-04 16:09:20,-7.4706,-34.8086,86.59,72,54,14.94
372,Eyl,SO,2022-05-04 16:09:21,7.9803,49.8164,85.5,62,57,12.71
373,Narsaq,GL,2022-05-04 16:09:22,60.9167,-46.05,43.02,53,13,4.85
374,Mnogovershinnyy,RU,2022-05-04 16:08:51,53.9353,139.9242,26.28,95,48,4.9
375,Launceston,AU,2022-05-04 16:09:22,-41.45,147.1667,44.15,89,65,4.0
376,La Rioja,ES,2022-05-04 16:09:23,42.25,-2.5,55.18,87,99,5.28
377,Saint-Pierre,RE,2022-05-04 16:09:23,-21.3393,55.4781,75.9,85,100,13.8
378,Waipawa,NZ,2022-05-04 16:09:24,-41.4122,175.5153,49.73,94,22,5.37
379,Flin Flon,CA,2022-05-04 16:09:24,54.7682,-101.865,29.95,92,100,7.34
380,Mwinilunga,ZM,2022-05-04 16:09:25,-11.7358,24.4293,69.53,65,81,4.45
381,West Wendover,US,2022-05-04 16:09:25,40.7391,-114.0733,49.21,71,0,4.61
382,Saskylakh,RU,2022-05-04 16:09:26,71.9167,114.0833,18.52,94,100,6.2
383,Padang,ID,2022-05-04 16:09:27,-0.9492,100.3543,77.88,82,100,3.6
384,Te Anau,NZ,2022-05-04 16:09:27,-45.4167,167.7167,47.82,92,18,1.45
385,Erenhot,CN,2022-05-04 16:09:28,43.6475,111.9767,67.59,21,66,6.2
386,Revnice,CZ,2022-05-04 16:09:29,49.914,14.2359,68.11,65,74,3.0
387,Cravo Norte,CO,2022-05-04 16:09:29,6.3017,-70.2041,94.93,36,79,8.55
388,Espinosa,BR,2022-05-04 16:09:30,-14.9261,-42.8192,95.38,22,1,2.71
389,Weligama,LK,2022-05-04 16:09:30,5.9667,80.4167,80.53,86,53,9.6
390,Seddon,AU,2022-05-04 16:09:31,-37.8068,144.8916,53.74,83,0,10.36
391,Paamiut,GL,2022-05-04 16:09:31,61.994,-49.6678,29.57,64,5,13.31
392,Port Hedland,AU,2022-05-04 16:09:32,-20.3167,118.5667,80.65,29,55,11.5
393,Petrivka,UA,2022-05-04 16:09:33,46.9695,30.9591,62.11,55,99,17.0
394,Tazovskiy,RU,2022-05-04 16:09:33,67.4667,78.7,33.82,98,100,17.22
395,Najran,SA,2022-05-04 16:09:34,17.4924,44.1277,87.58,16,2,13.91
396,Bereda,ES,2022-05-04 16:09:34,43.2686,-7.5406,62.42,67,40,8.21
397,Labuhan,ID,2022-05-04 16:09:35,-6.8844,112.2051,79.83,84,100,5.41
398,Summerland,CA,2022-05-04 16:09:35,49.5998,-119.6691,55.26,63,100,4.79
399,Hohhot,CN,2022-05-04 16:09:36,40.8106,111.6522,59.29,26,0,6.71
400,Rocha,UY,2022-05-04 16:09:36,-34.4833,-54.3333,66.42,58,0,4.27
401,Cooma,AU,2022-05-04 16:09:37,-36.2333,149.1333,42.57,100,100,0.0
402,Chuy,UY,2022-05-04 16:09:37,-33.6971,-53.4616,66.9,65,44,7.2
403,Los Llanos De Aridane,ES,2022-05-04 16:09:38,28.6585,-17.9182,65.95,71,75,16.11
404,Areosa,PT,2022-05-04 16:09:38,41.7178,-8.8571,65.01,64,12,10.38
405,Saint-Georges,GD,2022-05-04 16:09:39,12.0564,-61.7485,83.88,74,40,20.71
406,Atar,MR,2022-05-04 16:09:39,20.5169,-13.0499,99.5,12,4,7.92
407,Roblin,CA,2022-05-04 16:09:40,51.23,-101.3565,54.25,49,66,7.34
408,Jeremie,HT,2022-05-04 16:09:41,18.65,-74.1167,84.34,64,7,3.49
409,San Patricio,US,2022-05-04 16:09:41,28.017,-97.5169,86.09,61,34,20.8
410,Arroio Grande,BR,2022-05-04 16:09:42,-32.2375,-53.0869,68.22,64,63,11.18
411,Mehamn,NO,2022-05-04 16:09:42,71.0357,27.8492,26.55,74,75,19.57
412,Junnar,IN,2022-05-04 16:09:43,19.2,73.8833,82.36,35,0,8.05
413,Klaksvik,FO,2022-05-04 16:06:17,62.2266,-6.589,45.52,80,71,24.83
414,Hurghada,EG,2022-05-04 16:09:44,27.2574,33.8129,79.72,41,29,23.76
415,Esperance,AU,2022-05-04 16:09:44,-33.8667,121.9,57.29,58,98,7.94
416,Boffa,GN,2022-05-04 16:09:45,10.1667,-14.0333,94.5,49,46,13.13
417,Chaparral,CO,2022-05-04 16:08:48,3.7232,-75.4832,82.13,61,75,4.18
418,Ayan,RU,2022-05-04 16:09:45,56.45,138.1667,29.8,95,95,4.27
419,Zhaoyuan,CN,2022-05-04 16:09:46,37.3592,120.3964,63.09,56,5,12.59
420,Lethem,GY,2022-05-04 16:09:46,3.3803,-59.7968,87.82,54,99,5.23
421,Karratha,AU,2022-05-04 16:09:47,-20.7377,116.8463,81.61,34,5,13.35
422,La Romana,DO,2022-05-04 16:09:47,18.4273,-68.9728,86.36,66,40,9.22
423,Ulladulla,AU,2022-05-04 16:09:48,-35.35,150.4667,59.9,89,82,5.01
424,Nieuw Amsterdam,SR,2022-05-04 16:09:49,5.8833,-55.0833,89.62,62,40,0.0
425,Kropotkin,RU,2022-05-04 16:09:49,45.4375,40.5756,59.72,72,100,4.56
426,Anadyr,RU,2022-05-04 16:09:50,64.75,177.4833,16.3,86,0,11.18
427,Jumla,NP,2022-05-04 16:09:50,29.2747,82.1838,55.11,89,41,2.86
428,Marrakesh,MA,2022-05-04 16:09:51,31.6315,-8.0083,75.27,31,40,8.05
429,Asau,RO,2022-05-04 16:09:51,46.4333,26.4,59.92,78,91,4.16
430,Vila Velha,BR,2022-05-04 16:09:52,-20.3297,-40.2925,93.15,54,0,13.8
431,Nizhniy Tsasuchey,RU,2022-05-04 16:09:53,50.5167,115.1333,49.01,18,100,6.55
432,Manado,ID,2022-05-04 16:09:53,1.487,124.8455,77.77,94,40,2.3
433,Tual,ID,2022-05-04 16:09:54,-5.6667,132.75,84.65,73,98,5.46
434,Harper,LR,2022-05-04 16:09:24,4.375,-7.7169,85.66,68,20,8.81
435,Poum,NC,2022-05-04 16:09:54,-20.2333,164.0167,77.52,82,14,7.4
436,Taoudenni,ML,2022-05-04 16:09:55,22.6783,-3.9836,103.42,8,34,14.76
437,Praia Da Vitoria,PT,2022-05-04 16:09:55,38.7333,-27.0667,67.75,82,75,13.35
438,Aitape,PG,2022-05-04 16:09:56,-3.1374,142.3475,78.53,86,85,2.66
439,Vestmannaeyjar,IS,2022-05-04 16:09:56,63.4427,-20.2734,43.79,56,0,17.27
440,Sicuani,PE,2022-05-04 16:09:57,-14.2694,-71.2261,55.69,49,97,5.19
441,Porto Novo,BJ,2022-05-04 16:09:57,6.4965,2.6036,85.98,66,48,11.03
442,Nyrob,RU,2022-05-04 16:09:58,60.733,56.7202,37.04,95,100,1.39
443,Kavaratti,IN,2022-05-04 16:09:58,10.5669,72.642,86.02,71,88,12.62
444,Tura,IN,2022-05-04 16:09:59,25.5198,90.2201,71.58,83,18,3.65
445,Nome,US,2022-05-04 16:09:59,64.5011,-165.4064,26.67,74,100,0.0
446,Iquique,CL,2022-05-04 16:10:00,-20.2208,-70.1431,68.04,66,41,7.52
447,Ewa Beach,US,2022-05-04 16:10:01,21.3156,-158.0072,73.35,80,75,14.97
448,Whithorn,JM,2022-05-04 16:10:01,18.2604,-78.0378,83.46,44,8,6.29
449,Richards Bay,ZA,2022-05-04 16:10:02,-28.783,32.0377,70.16,84,0,9.4
450,Santa Rosa,PH,2022-05-04 16:10:03,14.3122,121.1114,85.1,74,15,6.49
451,Goderich,CA,2022-05-04 16:10:05,43.7501,-81.7165,46.9,89,100,16.06
452,Phangnga,TH,2022-05-04 16:10:06,8.4509,98.5298,80.64,92,100,1.3
453,Shanghai,CN,2022-05-04 16:09:07,31.2222,121.4581,62.92,68,0,8.95
454,Lalmohan,BD,2022-05-04 16:10:07,22.3384,90.7419,82.49,77,21,11.81
455,Constitucion,CL,2022-05-04 16:10:07,-35.3333,-72.4167,63.3,56,100,5.06
456,Udachnyy,RU,2022-05-04 16:10:08,66.4167,112.4,16.43,88,100,3.24
457,Haverfordwest,GB,2022-05-04 16:10:08,51.8017,-4.9691,58.59,80,42,7.87
458,Kenai,US,2022-05-04 16:10:09,60.5544,-151.2583,40.14,90,75,4.61
459,Nouadhibou,MR,2022-05-04 16:10:09,20.931,-17.0347,65.35,78,13,25.05
460,Bertoua,CM,2022-05-04 16:10:10,4.5833,13.6833,88.77,42,100,4.59
461,Santos Reyes Nopala,MX,2022-05-04 16:10:10,16.1092,-97.1561,78.17,39,89,3.74
462,Pevek,RU,2022-05-04 16:10:11,69.7008,170.3133,8.1,89,99,4.41
463,Caldas Novas,BR,2022-05-04 16:10:11,-17.7417,-48.625,79.83,54,84,6.24
464,Lensk,RU,2022-05-04 16:10:12,60.7253,114.9278,30.67,86,100,11.39
465,San Lazaro,BZ,2022-05-04 16:10:12,18.0387,-88.6622,82.71,65,70,8.79
466,Broome,US,2022-05-04 16:10:13,42.2506,-75.833,58.19,86,100,5.75
467,Ko Samui,TH,2022-05-04 16:10:14,9.5357,99.9357,80.53,86,100,11.12
468,Ryotsu,JP,2022-05-04 16:10:14,38.0833,138.4333,56.05,56,0,5.68
469,Colares,PT,2022-05-04 16:10:15,38.7992,-9.4469,76.68,46,20,21.85
470,Barahona,DO,2022-05-04 16:10:15,18.2085,-71.1008,85.82,74,20,13.8
471,Ugoofaaru,MV,2022-05-04 16:10:16,5.6667,73.0,84.07,75,100,15.84
472,Cabedelo,BR,2022-05-04 16:10:17,-6.9811,-34.8339,86.67,74,47,16.51
473,Touba,CI,2022-05-04 16:10:17,8.2833,-7.6833,91.76,40,59,10.78
474,Puerto Escondido,MX,2022-05-04 16:10:18,15.85,-97.0667,85.03,70,75,6.91
475,Tarakan,ID,2022-05-04 16:10:18,3.3,117.6333,80.1,89,20,2.3
476,Qaqortoq,GL,2022-05-04 16:10:19,60.7167,-46.0333,35.31,64,27,9.53
477,Aljezur,PT,2022-05-04 16:10:20,37.3191,-8.8033,68.25,57,62,12.24
478,Moose Factory,CA,2022-05-04 16:10:20,51.2585,-80.6094,36.9,52,8,12.55
479,Teguajinal,HN,2022-05-04 16:10:36,15.3667,-86.6,78.8,56,58,2.68
480,Gazojak,TM,2022-05-04 16:10:36,41.1875,61.4036,77.07,30,97,7.18
481,Coihaique,CL,2022-05-04 16:10:37,-45.5752,-72.0662,52.41,81,75,6.91
482,Allapalli,IN,2022-05-04 16:10:37,19.4167,80.0667,92.5,30,17,3.76
483,Cap Malheureux,MU,2022-05-04 16:10:38,-19.9842,57.6142,78.48,74,4,7.0
484,Samaipata,BO,2022-05-04 16:10:38,-18.15,-63.8667,65.43,39,3,4.21
485,Campos Altos,BR,2022-05-04 16:10:39,-19.6961,-46.1714,75.06,52,76,9.06
486,New Glasgow,CA,2022-05-04 16:09:31,45.5834,-62.6486,51.78,59,100,3.69
487,Warwick,US,2022-05-04 16:07:35,41.7001,-71.4162,54.14,90,100,4.61
488,Portland,US,2022-05-04 16:06:58,45.5234,-122.6762,55.29,79,75,3.0
489,Aketi,CD,2022-05-04 16:10:40,2.7388,23.7833,84.97,56,80,3.02
490,Kostomuksha,RU,2022-05-04 16:10:41,64.571,30.5767,34.36,66,100,8.3
491,Karlstad,SE,2022-05-04 16:10:41,59.3793,13.5036,55.96,30,100,10.36
492,Senador Pompeu,BR,2022-05-04 16:10:42,-5.5881,-39.3717,93.13,36,73,9.4
493,Lodja,CD,2022-05-04 16:10:42,-3.4833,23.4333,81.16,65,100,3.18
494,Punto Fijo,VE,2022-05-04 16:10:43,11.6956,-70.1996,85.17,65,27,28.43
495,Kahului,US,2022-05-04 16:07:42,20.8947,-156.47,73.85,85,20,12.66
496,Komsomolskiy,UZ,2022-05-04 16:10:43,40.4272,71.7189,70.52,56,75,6.91
497,Strezhevoy,RU,2022-05-04 16:10:44,60.7333,77.5889,45.18,56,59,14.09
498,Zhezkazgan,KZ,2022-05-04 16:10:45,47.8043,67.7144,54.57,68,37,9.86
499,Yendi,GH,2022-05-04 16:10:46,9.4427,-0.0099,102.33,24,100,4.61
500,Nedryhayliv,UA,2022-05-04 16:10:47,50.834,33.8763,49.62,54,46,15.01
501,Arlit,NE,2022-05-04 16:08:58,18.7369,7.3853,106.65,6,32,8.66
502,Halifax,CA,2022-05-04 16:07:51,44.6453,-63.5724,56.52,68,100,7.0
503,Avera,US,2022-05-04 16:10:48,33.194,-82.5271,82.54,49,81,6.93
504,Ixtapa,MX,2022-05-04 16:10:48,20.7,-105.2,78.03,69,0,5.75
505,Anloga,GH,2022-05-04 16:10:48,5.7947,0.8973,84.94,71,87,12.71
506,Otradnoye,RU,2022-05-04 16:10:49,59.7775,30.8181,44.04,57,77,8.57
507,Salym,RU,2022-05-04 16:10:50,60.0625,71.4789,49.68,51,24,9.69
508,Svetlyy,RU,2022-05-04 16:10:50,54.675,20.1347,53.65,49,34,8.66
509,Puerto Ayacucho,VE,2022-05-04 16:10:51,5.6639,-67.6236,91.67,51,57,3.71
510,Shache,CN,2022-05-04 16:10:52,38.4167,77.2406,79.23,12,92,5.59
511,Laguna,US,2022-05-04 16:09:53,38.421,-121.4238,74.08,56,0,5.75
512,Emerald,AU,2022-05-04 16:10:53,-23.5333,148.1667,70.75,78,23,10.49
513,Meulaboh,ID,2022-05-04 16:07:22,4.1363,96.1285,77.09,86,100,2.15
514,Walvis Bay,NA,2022-05-04 16:10:54,-22.9575,14.5053,76.08,40,0,11.5
515,Farafenni,GM,2022-05-04 16:10:54,13.5667,-15.6,102.94,13,20,4.79
516,Naze,JP,2022-05-04 16:10:55,28.3667,129.4833,70.72,71,100,16.55
517,Pinheiro Machado,BR,2022-05-04 16:10:56,-31.5783,-53.3811,62.06,81,74,11.07
518,Dulag,PH,2022-05-04 16:10:56,10.9525,125.0317,79.23,88,100,5.95
519,North Shore,NZ,2022-05-04 16:10:57,-36.8,174.75,60.53,88,55,3.0
520,Durban,ZA,2022-05-04 16:07:06,-29.8579,31.0292,72.01,86,0,4.0
521,Vinh,VN,2022-05-04 16:10:58,18.6667,105.6667,69.1,73,14,3.22
522,Umm Kaddadah,SD,2022-05-04 16:10:58,13.6017,26.6876,100.51,16,6,13.98
523,Chatakonda,IN,2022-05-04 16:10:59,17.55,80.65,92.48,42,19,7.0
524,Santa Ana,US,2022-05-04 16:10:34,33.7456,-117.8678,71.35,77,75,1.01
525,Lazarev,RU,2022-05-04 16:11:00,52.225,141.5131,30.36,92,99,5.39
526,Angra Dos Reis,BR,2022-05-04 16:11:00,-23.0067,-44.3181,79.45,79,31,5.77
527,Morant Bay,JM,2022-05-04 16:09:01,17.8815,-76.4093,89.71,72,11,14.07
528,Leningradskiy,RU,2022-05-04 16:11:01,69.3833,178.4167,2.73,95,58,6.17
529,Hamilton,US,2022-05-04 16:09:39,39.1834,-84.5333,57.72,84,100,10.36
530,Salgado,BR,2022-05-04 16:11:02,-11.0319,-37.475,84.9,52,68,9.44
531,Ballina,AU,2022-05-04 16:11:03,-28.8667,153.5667,66.02,99,12,5.32
532,Lewistown,US,2022-05-04 16:11:03,40.5992,-77.5714,67.12,100,75,0.0
533,Villazon,BO,2022-05-04 16:11:04,-22.0866,-65.5942,55.11,17,0,4.47
534,Matagami,CA,2022-05-04 16:11:04,49.7502,-77.6328,32.11,80,100,11.5
535,Dicabisagan,PH,2022-05-04 16:11:05,17.0818,122.4157,78.66,86,100,6.31
536,Teya,RU,2022-05-04 16:11:05,60.3778,92.6267,25.54,94,86,4.07
537,Zhangzhou,CN,2022-05-04 16:11:06,24.5133,117.6556,69.73,82,95,0.47
538,Abha,SA,2022-05-04 16:11:07,18.2164,42.5053,71.85,56,40,6.91
539,Awbari,LY,2022-05-04 16:11:07,26.5921,12.7805,94.3,10,0,16.33
540,Aswan,EG,2022-05-04 16:11:08,24.0934,32.907,94.98,17,0,18.32
541,Pulandian,CN,2022-05-04 16:11:08,39.3953,121.9669,62.92,54,43,8.97
542,Soyo,AO,2022-05-04 16:11:09,-6.1349,12.3689,80.53,85,64,12.64
543,Sorland,NO,2022-05-04 16:11:09,67.667,12.6934,37.26,88,100,15.14
544,Redcliffe,AU,2022-05-04 16:11:10,-27.2307,153.0973,67.89,93,20,5.75
545,San Vicente,AR,2022-05-04 16:11:11,-26.6167,-54.1333,54.93,99,100,3.04
546,Tulum,MX,2022-05-04 16:11:11,20.2167,-87.4667,83.86,70,72,8.41
547,Rzhyshchiv,UA,2022-05-04 16:11:12,49.9689,31.0463,53.51,54,86,15.46
548,Iroquois Falls,CA,2022-05-04 16:11:12,48.7669,-80.6831,41.22,67,84,8.55
549,Torres,BR,2022-05-04 16:11:13,-29.3353,-49.7269,67.82,95,99,15.82
550,Sao Joao Da Barra,BR,2022-05-04 16:11:13,-21.6403,-41.0511,91.49,64,4,14.63
551,Vung Tau,VN,2022-05-04 16:11:14,10.346,107.0843,82.31,75,100,2.66
552,Bonfim,BR,2022-05-04 16:07:31,3.0833,-59.95,84.43,61,100,8.37
553,Camana,PE,2022-05-04 16:11:15,-16.6228,-72.7111,70.48,76,82,7.96
554,Imbituba,BR,2022-05-04 16:11:15,-28.24,-48.6703,69.85,93,100,16.84
555,Kaysville,US,2022-05-04 16:08:10,41.0352,-111.9386,45.09,85,100,6.91
556,Orotukan,RU,2022-05-04 16:11:16,62.2667,151.7,18.77,88,13,7.23
557,Sumenep,ID,2022-05-04 16:07:23,-7.0167,113.8667,80.73,80,100,2.21
558,Preston,GB,2022-05-04 16:11:17,53.7667,-2.7167,56.66,76,40,14.97
559,Havre-Saint-Pierre,CA,2022-05-04 16:11:17,50.2334,-63.5986,40.46,82,100,10.04
560,Darovskoy,RU,2022-05-04 16:11:18,58.77,47.9564,41.05,64,61,6.71
561,Maragogi,BR,2022-05-04 16:11:19,-9.0122,-35.2225,84.34,69,37,9.24
562,Mandurah,AU,2022-05-04 16:11:19,-32.55,115.7,55.9,59,4,18.25
563,Grindavik,IS,2022-05-04 16:11:20,63.8424,-22.4338,37.87,60,75,8.05
564,Lasa,IT,2022-05-04 16:11:21,46.6166,10.7002,59.36,98,100,4.09
565,Esna,EG,2022-05-04 16:11:21,25.2934,32.554,89.46,16,0,16.13
566,George,ZA,2022-05-04 16:11:22,-33.963,22.4617,60.35,94,75,8.05
567,Karpogory,RU,2022-05-04 16:11:23,64.0019,44.4451,30.43,73,100,7.14
568,Luanda,AO,2022-05-04 16:09:37,-8.8368,13.2343,81.72,74,18,11.3
569,Providencia,MX,2022-05-04 16:11:24,28.7167,-111.5833,81.21,65,1,8.21
570,Hundorp,NO,2022-05-04 16:11:26,61.5552,9.9407,48.0,48,98,4.09
571,Muros,ES,2022-05-04 16:11:26,42.7762,-9.0603,73.69,55,12,15.23
572,Fredericksburg,US,2022-05-04 16:06:35,38.3032,-77.4605,72.75,92,100,3.44
573,Lumberton,US,2022-05-04 16:11:27,34.6182,-79.0086,86.92,57,0,5.75
574,Shingu,JP,2022-05-04 16:11:27,33.7333,135.9833,56.37,76,100,5.93
575,Nargana,PA,2022-05-04 16:11:28,9.4428,-78.5906,85.75,66,86,1.92
576,Makokou,GA,2022-05-04 16:11:29,0.5738,12.8642,76.42,88,100,3.09
577,Pinawa,CA,2022-05-04 16:11:31,50.1489,-95.8811,51.78,51,100,7.18
578,Raton,US,2022-05-04 16:11:31,36.9034,-104.4391,61.41,17,0,10.36
579,Southampton,GB,2022-05-04 16:06:38,50.904,-1.4043,63.81,59,40,8.05
580,Paysandu,UY,2022-05-04 16:11:32,-32.3214,-58.0756,67.6,61,0,3.44
581,Ust-Tsilma,RU,2022-05-04 16:11:32,65.441,52.1498,27.19,69,85,8.37
582,Hobyo,SO,2022-05-04 16:11:33,5.3505,48.5268,86.23,66,63,19.69
583,Hvolsvollur,IS,2022-05-04 16:11:34,63.7533,-20.2243,43.47,47,74,5.61
584,Bairiki,KI,2022-05-04 16:11:34,1.3292,172.9752,78.8,89,20,5.75
585,Bantogon,PH,2022-05-04 16:11:35,6.5333,124.0333,78.94,83,78,2.64
586,Bentiu,SS,2022-05-04 16:11:35,9.2333,29.8333,85.95,52,57,12.93
587,Sambava,MG,2022-05-04 16:11:36,-14.2667,50.1667,78.13,76,34,15.59
588,Araria,IN,2022-05-04 16:11:36,26.15,87.5167,86.79,49,90,9.24
589,Bazarnyye Mataki,RU,2022-05-04 16:11:37,54.8833,49.9333,48.02,88,93,9.82
