City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date,Country
261,Cascais,38.6979,-9.4215,71.51,71,75,15.99,broken clouds,2022-05-15 15:33:29,PT
262,Montepuez,-13.1256,38.9997,71.8,55,100,3.58,overcast clouds,2022-05-15 15:33:29,MZ
263,Khromtau,50.2503,58.4347,54.19,84,95,15.75,light rain,2022-05-15 15:33:30,KZ
264,Laguna,38.421,-121.4238,77.97,64,0,5.75,clear sky,2022-05-15 15:32:45,US
265,Uruzgan,32.8333,66.0,69.71,24,0,3.53,clear sky,2022-05-15 15:33:30,AF
266,Storforshei,66.4043,14.5233,41.77,84,75,3.44,broken clouds,2022-05-15 15:33:31,NO
267,Broome,42.2506,-75.833,76.62,64,100,10.36,overcast clouds,2022-05-15 15:33:31,US
268,Tessalit,20.1986,1.0114,105.78,5,0,10.49,clear sky,2022-05-15 15:33:32,ML
269,Mayo,38.8876,-76.5119,74.12,93,100,0.0,overcast clouds,2022-05-15 15:30:43,US
270,Omagh,54.6,-7.3,60.82,85,50,10.02,scattered clouds,2022-05-15 15:33:33,GB
271,Cabo San Lucas,22.8909,-109.9124,84.61,46,0,0.0,clear sky,2022-05-15 15:33:07,MX
272,Belmonte,-15.8631,-38.8828,76.1,80,100,7.81,overcast clouds,2022-05-15 15:33:33,BR
273,Bastrop,32.7562,-91.8724,84.69,74,1,1.01,clear sky,2022-05-15 15:33:34,US
274,Aykhal,66.0,111.5,35.96,91,100,4.27,overcast clouds,2022-05-15 15:33:34,RU
275,Pangoa,-12.1167,-73.0,85.6,53,53,3.67,broken clouds,2022-05-15 15:33:35,PE
276,Sfantu Gheorghe,45.8667,25.7833,72.86,50,73,8.3,broken clouds,2022-05-15 15:33:35,RO
277,Lavumisa,-27.31,31.892,66.25,85,71,4.27,light rain,2022-05-15 15:33:36,SZ
278,Kralendijk,12.15,-68.2667,87.78,66,75,21.85,broken clouds,2022-05-15 15:33:37,BQ
279,Dunedin,-45.8742,170.5036,48.79,88,43,5.97,scattered clouds,2022-05-15 15:30:32,NZ
280,Jakar,27.5492,90.7525,57.78,99,100,2.26,overcast clouds,2022-05-15 15:33:37,BT
281,Micheweni,-4.9667,39.8333,79.16,79,7,12.46,light rain,2022-05-15 15:33:38,TZ
282,Rubtsovsk,51.5,81.25,58.87,75,18,8.05,few clouds,2022-05-15 15:33:38,RU
283,Yumen,40.2833,97.2,55.83,9,50,10.04,scattered clouds,2022-05-15 15:33:39,CN
284,Torbay,47.6666,-52.7314,38.26,91,88,14.0,light rain,2022-05-15 15:30:08,CA
285,Kieta,-6.2167,155.6333,79.43,83,100,1.77,overcast clouds,2022-05-15 15:33:39,PG
286,Cidreira,-30.1811,-50.2056,64.15,88,100,11.72,overcast clouds,2022-05-15 15:33:40,BR
287,Ukiah,39.1502,-123.2078,63.37,82,0,9.22,clear sky,2022-05-15 15:30:03,US
288,Paraiso,9.8383,-83.8656,78.89,71,87,3.22,overcast clouds,2022-05-15 15:33:41,CR
289,Rosarito,32.3333,-117.0333,79.41,58,97,5.21,overcast clouds,2022-05-15 15:33:41,MX
290,Portland,45.5234,-122.6762,61.86,85,75,5.75,broken clouds,2022-05-15 15:30:03,US
291,Ribeirao Branco,-24.2208,-48.7656,62.58,93,95,7.25,overcast clouds,2022-05-15 15:33:42,BR
292,Nogliki,51.8333,143.1667,32.94,90,92,8.14,overcast clouds,2022-05-15 15:33:42,RU
293,Shimoda,34.6667,138.95,58.1,81,100,3.98,light rain,2022-05-15 15:33:43,JP
294,Camocim,-2.9022,-40.8411,84.24,75,100,9.84,overcast clouds,2022-05-15 15:33:43,BR
295,Anadyr,64.75,177.4833,32.5,93,0,6.71,clear sky,2022-05-15 15:33:44,RU
296,Nanakuli,21.3906,-158.1547,75.15,72,100,4.61,overcast clouds,2022-05-15 15:33:44,US
297,Zhigansk,66.7697,123.3711,22.44,88,7,9.55,clear sky,2022-05-15 15:33:45,RU
298,Sakakah,29.9697,40.2064,103.57,9,31,9.8,scattered clouds,2022-05-15 15:33:45,SA
299,Pitimbu,-7.4706,-34.8086,82.99,76,100,9.86,overcast clouds,2022-05-15 15:33:35,BR
300,Ihosy,-22.4,46.1167,66.83,72,81,6.98,broken clouds,2022-05-15 15:33:46,MG
301,Hays,30.0502,-98.0336,86.27,61,1,4.0,clear sky,2022-05-15 15:33:47,US
302,Biak,-0.9131,122.8766,77.79,87,82,1.97,broken clouds,2022-05-15 15:33:47,ID
303,Hachinohe,40.5,141.5,43.92,87,20,7.07,few clouds,2022-05-15 15:33:48,JP
304,Zabol,32.25,67.25,68.79,22,0,15.84,clear sky,2022-05-15 15:33:48,AF
305,Chaihe,44.7667,129.7,42.37,84,93,3.44,overcast clouds,2022-05-15 15:33:49,CN
306,Yankton,42.8711,-97.3973,61.12,72,100,14.97,overcast clouds,2022-05-15 15:33:49,US
307,Locri,38.2414,16.2623,72.39,56,0,1.61,clear sky,2022-05-15 15:33:50,IT
308,Ancud,-41.8697,-73.8203,52.32,66,65,8.99,broken clouds,2022-05-15 15:31:25,CL
309,Berat,40.7058,19.9522,75.96,61,1,5.68,clear sky,2022-05-15 15:33:51,AL
310,Sorland,67.667,12.6934,40.86,85,98,25.81,overcast clouds,2022-05-15 15:33:51,NO
311,Port Blair,11.6667,92.75,82.13,80,100,17.49,overcast clouds,2022-05-15 15:33:52,IN
312,Saint-Pierre,-21.3393,55.4781,74.88,64,0,13.8,clear sky,2022-05-15 15:33:52,RE
313,Petatlan,17.5167,-101.2667,85.8,46,77,5.73,broken clouds,2022-05-15 15:33:53,MX
314,Bansud,12.865,121.4564,78.51,86,100,2.95,moderate rain,2022-05-15 15:33:53,PH
315,Ochamchira,42.7121,41.4721,60.15,81,84,2.98,broken clouds,2022-05-15 15:33:54,GE
316,Saint Anthony,45.0205,-93.218,70.11,46,0,9.22,clear sky,2022-05-15 15:33:54,US
317,Bela,25.9333,81.9833,98.94,9,1,7.87,clear sky,2022-05-15 15:33:55,IN
318,Broken Hill,-31.95,141.4333,56.86,50,0,5.32,clear sky,2022-05-15 15:31:25,AU
319,Naze,28.3667,129.4833,63.52,86,100,12.73,overcast clouds,2022-05-15 15:33:56,JP
320,Launceston,-41.45,147.1667,53.8,76,63,21.85,broken clouds,2022-05-15 15:33:56,AU
321,Norman Wells,65.282,-126.8329,32.04,93,100,4.61,overcast clouds,2022-05-15 15:33:57,CA
322,Fort Nelson,58.8053,-122.7002,36.99,93,20,4.61,few clouds,2022-05-15 15:32:37,CA
323,Gizo,-8.103,156.8419,81.75,76,14,5.08,light rain,2022-05-15 15:33:58,SB
324,Tura,25.5198,90.2201,73.71,96,53,6.67,broken clouds,2022-05-15 15:33:58,IN
325,Acapulco,16.8634,-99.8901,85.82,54,40,3.44,scattered clouds,2022-05-15 15:32:54,MX
326,Karera,25.4667,78.15,102.69,13,76,14.32,broken clouds,2022-05-15 15:33:59,IN
327,Mount Isa,-20.7333,139.5,65.97,68,0,8.05,clear sky,2022-05-15 15:33:59,AU
328,Hisar,29.1667,75.7167,102.79,6,14,9.13,few clouds,2022-05-15 15:34:00,IN
329,Mahajanga,-15.7167,46.3167,78.82,65,20,2.3,few clouds,2022-05-15 15:34:00,MG
330,Shafranovo,53.9667,54.7667,53.22,75,88,3.31,overcast clouds,2022-05-15 15:34:01,RU
331,Tabou,4.423,-7.3528,83.55,75,100,7.83,overcast clouds,2022-05-15 15:33:22,CI
332,Windhoek,-22.5594,17.0832,79.0,16,0,6.91,clear sky,2022-05-15 15:32:26,NA
333,Severodvinsk,64.5635,39.8302,66.31,69,55,12.77,broken clouds,2022-05-15 15:34:02,RU
334,Kloulklubed,7.0419,134.2556,72.1,72,18,3.11,few clouds,2022-05-15 15:34:02,PW
335,Dukat,62.55,155.55,30.61,98,100,3.91,overcast clouds,2022-05-15 15:34:03,RU
336,Ribas Do Rio Pardo,-20.4431,-53.7592,73.33,78,99,5.28,overcast clouds,2022-05-15 15:34:03,BR
337,Lazaro Cardenas,17.9583,-102.2,86.02,51,71,4.29,broken clouds,2022-05-15 15:34:04,MX
338,Te Anau,-45.4167,167.7167,44.08,90,9,0.89,clear sky,2022-05-15 15:29:49,NZ
339,Fernie,49.5,-115.0687,48.88,76,99,3.78,overcast clouds,2022-05-15 15:34:05,CA
340,Jardim,-21.4803,-56.1381,67.14,93,100,5.88,overcast clouds,2022-05-15 15:34:05,BR
341,Riacho De Santana,-13.6092,-42.9389,89.69,32,100,2.44,overcast clouds,2022-05-15 15:34:06,BR
342,Nemuro,43.3236,145.575,43.56,86,1,11.03,clear sky,2022-05-15 15:34:06,JP
343,Timra,62.487,17.3257,51.48,32,100,20.71,overcast clouds,2022-05-15 15:34:07,SE
344,Omaruru,-21.4333,15.9333,78.46,16,0,11.74,clear sky,2022-05-15 15:34:07,NA
345,Kushima,31.4583,131.2333,56.14,86,100,4.45,overcast clouds,2022-05-15 15:34:12,JP
346,Santa Maria,-29.6842,-53.8069,60.1,94,100,5.75,overcast clouds,2022-05-15 15:34:12,BR
347,Vao,-22.6667,167.4833,73.29,70,3,16.26,clear sky,2022-05-15 15:32:41,NC
348,Panzhihua,26.5851,101.7128,58.51,90,100,3.22,overcast clouds,2022-05-15 15:34:13,CN
349,Fulton,33.7668,-84.4499,81.32,71,100,6.91,overcast clouds,2022-05-15 15:34:13,US
350,Whitianga,-36.8333,175.7,63.59,85,100,13.33,light rain,2022-05-15 15:34:14,NZ
351,Qasigiannguit,68.8193,-51.1922,25.05,65,6,4.59,clear sky,2022-05-15 15:34:14,GL
352,Marystown,47.1666,-55.1483,47.86,100,90,8.99,overcast clouds,2022-05-15 15:31:55,CA
353,San Juan,-31.5375,-68.5364,53.62,40,100,3.85,overcast clouds,2022-05-15 15:31:40,AR
354,Guanica,17.9716,-66.908,89.51,63,39,17.67,scattered clouds,2022-05-15 15:34:15,PR
355,Itarema,-2.9248,-39.9167,84.13,74,97,14.05,overcast clouds,2022-05-15 15:34:16,BR
356,Beringovskiy,63.05,179.3167,37.11,75,96,8.55,overcast clouds,2022-05-15 15:31:01,RU
357,Hilo,19.7297,-155.09,70.29,96,100,8.05,moderate rain,2022-05-15 15:34:16,US
358,Rybachiy,48.7073,44.7449,67.86,49,100,9.89,overcast clouds,2022-05-15 15:34:17,RU
359,Grindavik,63.8424,-22.4338,55.35,87,75,24.16,broken clouds,2022-05-15 15:34:17,IS
360,Menongue,-14.6585,17.691,70.77,44,73,5.14,broken clouds,2022-05-15 15:34:18,AO
361,Dudinka,69.4058,86.1778,33.78,100,100,5.32,overcast clouds,2022-05-15 15:34:18,RU
362,Sur,22.5667,59.5289,84.78,59,0,4.97,clear sky,2022-05-15 15:32:50,OM
363,Nandu,22.8525,110.8233,62.89,94,100,5.59,overcast clouds,2022-05-15 15:34:19,CN
364,Acarau,-2.8856,-40.12,84.24,73,93,14.65,overcast clouds,2022-05-15 15:31:08,BR
365,Santa Isabel Do Rio Negro,-0.4139,-65.0192,86.07,71,100,3.94,overcast clouds,2022-05-15 15:34:20,BR
366,Kailua,21.4022,-157.7394,75.18,78,75,10.36,broken clouds,2022-05-15 15:34:20,US
367,Okrika,4.7416,7.0849,87.17,65,93,8.08,light rain,2022-05-15 15:34:21,NG
368,Ponta Delgada,37.7333,-25.6667,63.32,63,20,20.71,few clouds,2022-05-15 15:34:21,PT
369,Griffith,41.5284,-87.4237,77.31,46,0,8.05,clear sky,2022-05-15 15:34:22,US
370,El Tigre,8.8875,-64.2454,90.99,36,90,12.91,overcast clouds,2022-05-15 15:34:22,VE
371,Taunggyi,20.7833,97.0333,69.48,72,72,2.28,broken clouds,2022-05-15 15:34:23,MM
372,Durango,24.8333,-104.8333,78.19,21,2,8.88,clear sky,2022-05-15 15:31:15,MX
373,Ugoofaaru,5.6667,73.0,83.88,75,100,19.55,moderate rain,2022-05-15 15:34:23,MV
374,Umm Lajj,25.0213,37.2685,87.8,46,0,7.16,clear sky,2022-05-15 15:29:34,SA
375,Hobyo,5.3505,48.5268,81.39,77,14,21.0,light rain,2022-05-15 15:34:24,SO
376,Bosaso,11.2842,49.1816,86.09,49,5,1.48,clear sky,2022-05-15 15:34:25,SO
377,Tautira,-17.7333,-149.15,80.26,76,26,14.07,light rain,2022-05-15 15:34:25,PF
378,Gao,16.6362,1.637,96.04,25,70,14.27,light rain,2022-05-15 15:34:26,ML
379,Lasa,46.6166,10.7002,74.28,67,65,3.53,broken clouds,2022-05-15 15:34:26,IT
380,Ruidoso,33.3317,-105.673,81.05,4,0,4.61,clear sky,2022-05-15 15:34:27,US
381,Puerto Escondido,15.85,-97.0667,88.63,70,0,0.0,clear sky,2022-05-15 15:34:27,MX
382,Esperance,-33.8667,121.9,51.64,68,99,6.69,overcast clouds,2022-05-15 15:30:20,AU
383,Shelburne,44.0787,-80.2041,75.9,59,48,9.95,scattered clouds,2022-05-15 15:34:28,CA
384,Mayenne,48.3333,-0.6667,76.46,67,95,10.8,light rain,2022-05-15 15:32:11,FR
385,Mpika,-11.8343,31.4529,57.7,71,0,5.06,clear sky,2022-05-15 15:34:29,ZM
386,Kazerun,29.6195,51.6541,82.27,13,0,5.28,clear sky,2022-05-15 15:34:29,IR
387,Togur,58.3631,82.8265,59.14,83,100,8.75,light rain,2022-05-15 15:30:39,RU
388,Mareeba,-17.0,145.4333,69.44,96,43,1.32,scattered clouds,2022-05-15 15:34:30,AU
389,Kayerkan,69.3497,87.7602,35.69,97,100,9.04,overcast clouds,2022-05-15 15:34:32,RU
390,Kharp,66.8014,65.8081,44.53,92,99,7.02,light rain,2022-05-15 15:34:32,RU
391,Riverton,40.5219,-111.9391,71.17,44,0,3.0,clear sky,2022-05-15 15:34:33,US
392,Labuan,5.2767,115.2417,82.76,88,20,0.0,few clouds,2022-05-15 15:34:34,MY
393,Ulaangom,49.9811,92.0667,59.97,20,96,0.98,overcast clouds,2022-05-15 15:34:34,MN
394,Yar-Sale,66.8333,70.8333,37.6,100,100,9.95,overcast clouds,2022-05-15 15:32:48,RU
395,Lincoln,40.8,-96.667,69.15,62,75,17.27,broken clouds,2022-05-15 15:34:35,US
396,Havelock,34.8791,-76.9013,83.98,71,0,8.05,clear sky,2022-05-15 15:34:35,US
397,Cururupu,-1.8283,-44.8683,87.64,62,97,8.88,overcast clouds,2022-05-15 15:32:58,BR
398,Lavrentiya,65.5833,-171.0,28.8,92,82,8.32,broken clouds,2022-05-15 15:34:36,RU
399,Karia,11.7306,11.1629,103.17,7,32,12.37,scattered clouds,2022-05-15 15:34:37,NG
400,Kuala Terengganu,5.3302,103.1408,82.35,94,20,1.14,few clouds,2022-05-15 15:34:37,MY
401,Ugep,5.8086,8.0812,85.24,68,98,3.44,light rain,2022-05-15 15:34:38,NG
402,Behshahr,36.6923,53.5526,75.15,64,0,3.85,clear sky,2022-05-15 15:34:38,IR
403,Luis Correia,-2.8792,-41.6669,89.6,66,75,9.22,broken clouds,2022-05-15 15:34:39,BR
404,Tutoia,-2.7619,-42.2744,86.32,64,76,12.37,broken clouds,2022-05-15 15:34:39,BR
405,Asau,46.4333,26.4,70.72,69,98,1.97,overcast clouds,2022-05-15 15:34:40,RO
406,Mount Gambier,-37.8333,140.7667,54.39,64,35,12.77,light rain,2022-05-15 15:34:42,AU
407,Hualmay,-11.0964,-77.6139,67.64,71,58,7.18,broken clouds,2022-05-15 15:34:43,PE
408,Liuli,-11.0833,34.6333,74.25,70,18,8.23,few clouds,2022-05-15 15:34:43,TZ
409,Deniliquin,-35.5333,144.9667,55.26,71,0,7.87,clear sky,2022-05-15 15:34:44,AU
410,La Libertad,-2.2333,-80.9,78.46,78,100,8.05,overcast clouds,2022-05-15 15:34:44,EC
411,San-Pedro,4.7485,-6.6363,84.22,73,94,8.08,overcast clouds,2022-05-15 15:34:45,CI
412,Pomichna,48.2422,31.4158,60.73,60,73,12.75,broken clouds,2022-05-15 15:34:45,UA
413,Lebedyn,50.5852,34.4849,55.29,75,28,12.77,light rain,2022-05-15 15:34:46,UA
414,Kruisfontein,-34.0033,24.7314,64.89,79,1,7.58,clear sky,2022-05-15 15:30:56,ZA
415,Lorengau,-2.0226,147.2712,79.84,72,100,1.95,overcast clouds,2022-05-15 15:34:47,PG
416,Edson,53.5835,-116.4356,46.54,49,0,3.44,clear sky,2022-05-15 15:33:28,CA
417,Savannah Bight,16.45,-85.85,80.22,72,98,6.04,overcast clouds,2022-05-15 15:34:47,HN
418,Henties Bay,-22.116,14.2845,64.58,63,1,8.93,clear sky,2022-05-15 15:30:19,NA
419,San Andres,12.5847,-81.7006,84.22,79,75,11.5,broken clouds,2022-05-15 15:34:13,CO
420,Sao Filipe,14.8961,-24.4956,79.68,61,58,9.1,broken clouds,2022-05-15 15:34:48,CV
421,Zhangjiakou,40.81,114.8794,56.53,21,9,5.57,clear sky,2022-05-15 15:34:49,CN
422,Lompoc,34.6391,-120.4579,67.93,85,75,8.05,fog,2022-05-15 15:30:08,US
423,Bumbuna,9.05,-11.7333,98.42,35,50,2.71,scattered clouds,2022-05-15 15:34:49,SL
424,Dillon,34.4166,-79.3712,84.04,49,100,4.72,overcast clouds,2022-05-15 15:34:50,US
425,Hofn,64.2539,-15.2082,50.02,87,75,10.36,broken clouds,2022-05-15 15:34:50,IS
426,Yenagoa,4.9247,6.2642,84.15,79,83,6.11,moderate rain,2022-05-15 15:34:51,NG
427,Marovoay,-16.1,46.6333,78.19,50,0,2.13,clear sky,2022-05-15 15:34:51,MG
428,Gondanglegi,-7.7479,112.0132,76.91,90,45,8.75,scattered clouds,2022-05-15 15:34:52,ID
429,Shelbyville,35.4834,-86.4603,79.03,62,0,1.99,clear sky,2022-05-15 15:34:52,US
430,Russell,32.3502,-85.1999,83.97,65,0,0.0,clear sky,2022-05-15 15:34:53,US
431,Huinan,42.6225,126.2614,47.26,79,100,7.02,overcast clouds,2022-05-15 15:34:53,CN
432,Kirksville,40.1948,-92.5833,60.57,91,100,3.44,overcast clouds,2022-05-15 15:34:54,US
433,Bow Island,49.8668,-111.3684,57.61,35,18,17.27,few clouds,2022-05-15 15:34:54,CA
434,Lumberton,34.6182,-79.0086,82.71,50,100,5.03,overcast clouds,2022-05-15 15:30:43,US
435,Nushki,29.5542,66.0215,77.11,19,0,11.01,clear sky,2022-05-15 15:34:55,PK
436,Minbu,20.1833,94.8833,87.37,61,63,9.86,broken clouds,2022-05-15 15:34:55,MM
437,Gilgit,35.9221,74.3087,69.82,56,93,5.17,overcast clouds,2022-05-15 15:34:56,PK
438,Erdenet,49.0333,104.0833,51.87,26,59,3.33,broken clouds,2022-05-15 15:34:56,MN
439,Pasighat,28.0667,95.3333,72.48,95,100,2.13,overcast clouds,2022-05-15 15:34:57,IN
440,Dongning,44.0622,131.1207,44.69,90,66,4.94,broken clouds,2022-05-15 15:34:58,CN
441,Murgab,37.4966,61.9714,82.27,28,0,4.61,clear sky,2022-05-15 15:34:58,TM
442,Pisco,-13.7,-76.2167,62.65,94,100,4.61,mist,2022-05-15 15:34:59,PE
443,Burns Lake,54.2331,-125.7533,42.22,66,100,3.06,overcast clouds,2022-05-15 15:34:59,CA
444,Mana,5.6592,-53.7767,82.18,82,100,10.29,overcast clouds,2022-05-15 15:35:00,GF
445,Nichinan,31.6,131.3667,56.64,85,100,3.98,overcast clouds,2022-05-15 15:35:00,JP
446,Dongzhen,22.3797,110.9389,66.7,94,100,6.8,overcast clouds,2022-05-15 15:35:01,CN
447,Yefremov,53.1481,38.0992,51.66,81,94,10.25,light rain,2022-05-15 15:35:02,RU
448,Salalah,17.0151,54.0924,91.49,31,1,8.05,clear sky,2022-05-15 15:35:02,OM
449,Vanino,49.0869,140.2543,42.89,82,100,4.14,overcast clouds,2022-05-15 15:35:03,RU
450,Nang Rong,14.6377,102.7914,81.79,74,72,6.17,broken clouds,2022-05-15 15:35:03,TH
451,Kem,64.9555,34.5793,39.79,96,100,5.01,light rain,2022-05-15 15:35:04,RU
452,Kavieng,-2.5744,150.7967,81.07,73,100,5.06,overcast clouds,2022-05-15 15:35:04,PG
453,Kiunga,-6.1219,141.2906,72.1,100,94,0.85,light rain,2022-05-15 15:35:05,PG
454,Calama,-22.4667,-68.9333,66.69,12,0,2.3,clear sky,2022-05-15 15:35:05,CL
455,Turmalina,-17.2856,-42.73,83.19,38,59,6.6,broken clouds,2022-05-15 15:35:06,BR
456,Sibolga,1.7427,98.7792,78.73,88,95,1.77,overcast clouds,2022-05-15 15:35:06,ID
457,Chapais,49.7834,-74.8492,67.78,62,100,6.42,overcast clouds,2022-05-15 15:35:07,CA
458,Tilichiki,60.4667,166.1,32.22,97,100,3.31,overcast clouds,2022-05-15 15:35:07,RU
459,Carballo,43.213,-8.691,68.54,83,100,12.1,overcast clouds,2022-05-15 15:35:08,ES
460,Teguise,29.0605,-13.564,68.22,78,20,6.91,few clouds,2022-05-15 15:35:09,ES
461,Half Moon Bay,37.4636,-122.4286,63.63,86,100,18.41,fog,2022-05-15 15:30:17,US
462,Kiama,-34.6833,150.8667,61.25,83,0,7.49,clear sky,2022-05-15 15:35:09,AU
463,Kirakira,-10.4544,161.9205,78.1,85,84,5.91,broken clouds,2022-05-15 15:35:10,SB
464,Teluk Nibung,3.001,99.8164,78.94,88,100,1.66,overcast clouds,2022-05-15 15:35:10,ID
465,Srednekolymsk,67.45,153.6833,22.39,90,99,12.19,overcast clouds,2022-05-15 15:35:11,RU
466,Kalaleh,37.3807,55.4916,76.6,61,0,6.91,clear sky,2022-05-15 15:35:14,IR
467,Kahului,20.8947,-156.47,73.85,73,0,5.99,clear sky,2022-05-15 15:31:11,US
468,Prince Albert,53.2001,-105.7677,46.35,66,40,8.05,scattered clouds,2022-05-15 15:30:58,CA
469,Gawler,-34.6,138.7333,61.21,87,37,7.92,scattered clouds,2022-05-15 15:31:16,AU
470,Levelland,33.5873,-102.378,86.2,14,0,16.35,clear sky,2022-05-15 15:35:15,US
471,Lodwar,3.1191,35.5973,92.5,28,29,15.48,scattered clouds,2022-05-15 15:35:16,KE
472,Sao Domingos,-13.3983,-46.3183,88.92,34,100,2.98,overcast clouds,2022-05-15 15:35:16,BR
473,Vestmannaeyjar,63.4427,-20.2734,49.19,93,75,10.36,broken clouds,2022-05-15 15:31:24,IS
474,Hoa Binh,20.8133,105.3383,69.55,92,100,1.07,overcast clouds,2022-05-15 15:35:17,VN
475,Pucara,-15.9803,-71.4606,48.33,23,2,3.71,clear sky,2022-05-15 15:35:17,PE
476,Baishishan,43.5833,127.5667,43.97,93,78,4.34,broken clouds,2022-05-15 15:35:18,CN
477,Yerbogachen,61.2767,108.0108,50.94,58,94,0.38,overcast clouds,2022-05-15 15:35:18,RU
478,Tamandare,-8.7597,-35.1047,83.73,66,92,8.68,overcast clouds,2022-05-15 15:31:50,BR
479,Piterka,50.6803,47.4454,58.24,64,35,8.61,scattered clouds,2022-05-15 15:35:19,RU
480,Golden,39.7555,-105.2211,69.76,40,20,14.97,few clouds,2022-05-15 15:35:19,US
481,Yaan,7.3833,8.5667,91.69,49,97,0.81,overcast clouds,2022-05-15 15:35:20,NG
482,Amahai,-3.3333,128.9167,79.2,83,88,2.01,overcast clouds,2022-05-15 15:35:20,ID
483,Buchanan,5.8808,-10.0467,83.8,76,90,7.14,light rain,2022-05-15 15:35:23,LR
484,Iquique,-20.2208,-70.1431,62.64,62,8,8.14,clear sky,2022-05-15 15:35:23,CL
485,Kinshasa,-4.3246,15.3215,88.18,62,20,5.75,light rain,2022-05-15 15:33:36,CD
486,Zeerust,-25.5369,26.0751,67.41,35,46,4.05,scattered clouds,2022-05-15 15:35:24,ZA
487,Smidovich,48.6,133.8167,44.26,69,7,12.35,clear sky,2022-05-15 15:35:25,RU
488,Haverfordwest,51.8017,-4.9691,67.59,90,100,18.41,overcast clouds,2022-05-15 15:35:25,GB
489,Jizan,17.3333,42.6667,90.54,48,0,6.26,clear sky,2022-05-15 15:35:26,SA
490,Eravur,7.7733,81.6095,82.56,70,87,4.43,overcast clouds,2022-05-15 15:35:26,LK
491,Yanahuanca,-10.5167,-76.4986,50.54,49,20,8.55,few clouds,2022-05-15 15:35:27,PE
492,Dengfeng,34.4553,113.0281,61.09,30,4,5.88,clear sky,2022-05-15 15:35:27,CN
493,Abrau-Dyurso,44.69,37.59,63.86,78,15,5.82,few clouds,2022-05-15 15:35:28,RU
494,Kerema,-7.9631,145.7785,76.8,88,100,2.24,overcast clouds,2022-05-15 15:35:29,PG
495,Umm Kaddadah,13.6017,26.6876,91.69,31,94,21.72,overcast clouds,2022-05-15 15:35:29,SD
496,Viesca,25.35,-102.8,85.48,26,0,3.2,clear sky,2022-05-15 15:35:30,MX
497,Nhulunbuy,-12.2333,136.7667,70.41,83,0,0.0,clear sky,2022-05-15 15:35:30,AU
498,Dingle,10.9995,122.6711,77.76,86,94,0.81,overcast clouds,2022-05-15 15:35:31,PH
499,Bilibino,68.0546,166.4372,17.64,96,100,4.94,overcast clouds,2022-05-15 15:35:32,RU
500,Marawi,7.9986,124.2928,69.98,91,100,2.15,overcast clouds,2022-05-15 15:31:28,PH
501,Bridlington,54.0831,-0.1919,59.14,90,100,14.2,overcast clouds,2022-05-15 15:30:44,GB
502,Morondava,-20.2833,44.2833,79.83,64,61,11.5,broken clouds,2022-05-15 15:35:33,MG
503,Mogadishu,2.0371,45.3438,80.76,81,45,13.24,scattered clouds,2022-05-15 15:35:33,SO
504,Mahanoro,-19.9,48.8,71.69,79,0,6.08,clear sky,2022-05-15 15:35:34,MG
505,Abu Dhabi,24.4667,54.3667,84.31,72,0,10.36,clear sky,2022-05-15 15:35:35,AE
506,Road Town,18.4167,-64.6167,84.29,69,40,11.5,scattered clouds,2022-05-15 15:34:39,VG
507,Praya,14.9215,-23.5087,86.54,42,0,29.93,clear sky,2022-05-15 15:31:30,CV
508,Balikpapan,-1.2675,116.8289,79.79,100,20,1.14,few clouds,2022-05-15 15:35:36,ID
509,Sokoni,-6.4333,39.55,82.26,77,2,14.99,clear sky,2022-05-15 15:35:36,TZ
510,Mnogovershinnyy,53.9353,139.9242,28.81,96,100,11.34,light snow,2022-05-15 15:35:37,RU
511,Amapa,1.0,-52.0,74.98,98,100,1.7,overcast clouds,2022-05-15 15:35:37,BR
512,Makubetsu,45.3714,141.8211,47.5,76,0,28.66,clear sky,2022-05-15 15:35:39,JP
513,Tougue,11.4667,-11.6,100.17,6,24,10.45,few clouds,2022-05-15 15:35:40,GN
514,Alekseyevka,50.6309,38.6903,54.5,80,55,10.96,light rain,2022-05-15 15:35:40,RU
515,Monte Alegre,-2.0078,-54.0692,81.99,79,100,7.29,light rain,2022-05-15 15:35:41,BR
516,Ylivieska,64.0833,24.55,53.89,46,96,7.96,overcast clouds,2022-05-15 15:35:41,FI
517,Dicabisagan,17.0818,122.4157,80.56,87,100,7.92,overcast clouds,2022-05-15 15:35:42,PH
518,Maiduguri,11.8464,13.1603,102.85,10,63,15.37,broken clouds,2022-05-15 15:35:42,NG
519,Macusani,-14.0833,-70.4333,50.79,43,6,5.06,clear sky,2022-05-15 15:35:43,PE
520,Dire,12.2833,-10.9667,108.9,5,0,8.95,clear sky,2022-05-15 15:35:43,ML
521,Dwarka,22.2394,68.9678,83.86,78,0,16.64,clear sky,2022-05-15 15:35:44,IN
522,Batagay-Alyta,67.8006,130.4114,0.39,97,45,6.17,scattered clouds,2022-05-15 15:35:45,RU
523,Praia Da Vitoria,38.7333,-27.0667,61.05,77,75,20.51,light rain,2022-05-15 15:32:38,PT
524,Gat,31.61,34.7642,73.4,58,0,10.13,clear sky,2022-05-15 15:35:46,IL
525,Rokytne,51.2796,27.214,57.51,57,99,10.87,overcast clouds,2022-05-15 15:35:46,UA
526,Amuntai,-2.4177,115.2494,75.38,97,47,1.54,scattered clouds,2022-05-15 15:35:47,ID
