City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
223,Igaci,BR,82.72,overcast clouds,-9.5369,-36.6336,
227,Ahipara,NZ,64.49,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
232,Upata,VE,84.2,overcast clouds,8.0086,-62.3989,Posada Villa Nela
234,Oyama,JP,64.58,light rain,36.3,139.8,Toyoko Inn Oyama-eki Higashi-guchi No.1
235,Nsunga,TZ,66.15,broken clouds,-1.1439,31.3947,
237,Tawau,MY,77.13,light rain,4.2498,117.8871,Shervinton Executive Boutique Hotel
239,Mao,ES,75.76,clear sky,39.8885,4.2658,ARTIEM Capri
241,Teahupoo,PF,67.96,light rain,-17.8333,-149.2667,Vanira Lodge
247,Luba,GQ,83.19,broken clouds,3.4568,8.5547,
248,Padang,ID,78.85,scattered clouds,-0.9492,100.3543,Mercure Padang
249,Alice Springs,AU,62.15,overcast clouds,-23.7,133.8833,Desert Palms Alice Springs
251,Saint-Joseph,RE,73.78,few clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
252,Vanimo,PG,79.59,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
254,Port Hedland,AU,77.05,broken clouds,-20.3167,118.5667,The Esplanade Hotel
255,Loa Janan,ID,75.49,broken clouds,-0.583,117.095,Ss
256,Arica,CL,65.75,overcast clouds,-18.475,-70.3042,Hostal Jardin Del Sol
258,Ballyhaunis,IE,66.78,scattered clouds,53.7667,-8.7667,Marnic House B&B
261,Cascais,PT,71.51,broken clouds,38.6979,-9.4215,Hotel Vila Galé Cascais
262,Montepuez,MZ,71.8,overcast clouds,-13.1256,38.9997,PembaAparthotel
264,Laguna,US,77.97,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
265,Uruzgan,AF,69.71,clear sky,32.8333,66.0,
267,Broome,US,76.62,overcast clouds,42.2506,-75.833,Chenango Valley State Park
269,Mayo,US,74.12,overcast clouds,38.8876,-76.5119,Resorts Resource Group International
270,Omagh,GB,60.82,scattered clouds,54.6,-7.3,Silverbirch Hotel
271,Cabo San Lucas,MX,84.61,clear sky,22.8909,-109.9124,Vista Roof Restaurant
272,Belmonte,BR,76.1,overcast clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
273,Bastrop,US,84.69,clear sky,32.7562,-91.8724,Best Budget Inn
276,Sfantu Gheorghe,RO,72.86,broken clouds,45.8667,25.7833,Hotel Park
277,Lavumisa,SZ,66.25,light rain,-27.31,31.892,ROADSIDE B&B
281,Micheweni,TZ,79.16,light rain,-4.9667,39.8333,
285,Kieta,PG,79.43,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
286,Cidreira,BR,64.15,overcast clouds,-30.1811,-50.2056,Hotel Castelo
287,Ukiah,US,63.37,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
288,Paraiso,CR,78.89,overcast clouds,9.8383,-83.8656,Hotel Rinconcito Verde
289,Rosarito,MX,79.41,overcast clouds,32.3333,-117.0333,Hotel Festival Plaza Rosarito
290,Portland,US,61.86,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
291,Ribeirao Branco,BR,62.58,overcast clouds,-24.2208,-48.7656,FAZENDA ITAL
294,Camocim,BR,84.24,overcast clouds,-2.9022,-40.8411,Ilha Praia Hotel
296,Nanakuli,US,75.15,overcast clouds,21.3906,-158.1547,Camp Pālehua
299,Pitimbu,BR,82.99,overcast clouds,-7.4706,-34.8086,Reserva do Abiaí
300,Ihosy,MG,66.83,broken clouds,-22.4,46.1167,Hotely Sariaka
302,Biak,ID,77.79,broken clouds,-0.9131,122.8766,Penginapan Kim
304,Zabol,AF,68.79,clear sky,32.25,67.25,
306,Yankton,US,61.12,overcast clouds,42.8711,-97.3973,"Holiday Inn Express & Suites Yankton, an IHG Hotel"
307,Locri,IT,72.39,clear sky,38.2414,16.2623,Grand Hotel President
309,Berat,AL,75.96,clear sky,40.7058,19.9522,White City Hotel
311,Port Blair,IN,82.13,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
312,Saint-Pierre,RE,74.88,clear sky,-21.3393,55.4781,Alize Plage
314,Bansud,PH,78.51,moderate rain,12.865,121.4564,JCRG Pension House - HOTEL
315,Ochamchira,GE,60.15,broken clouds,42.7121,41.4721,Resort on Papaskiri 76
316,Saint Anthony,US,70.11,clear sky,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
319,Naze,JP,63.52,overcast clouds,28.3667,129.4833,Shishime Hotel
323,Gizo,SB,81.75,light rain,-8.103,156.8419,Imagination Island
324,Tura,IN,73.71,broken clouds,25.5198,90.2201,Hotel RIKMAN Continental
327,Mount Isa,AU,65.97,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
329,Mahajanga,MG,78.82,few clouds,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
331,Tabou,CI,83.55,overcast clouds,4.423,-7.3528,hotêl doufoulougou
332,Windhoek,,79.0,clear sky,-22.5594,17.0832,Hotel Uhland
333,Severodvinsk,RU,66.31,broken clouds,64.5635,39.8302,Park Hotel
334,Kloulklubed,PW,72.1,few clouds,7.0419,134.2556,Storyboard Beach Resort
336,Ribas Do Rio Pardo,BR,73.33,overcast clouds,-20.4431,-53.7592,Pousada Avenida
340,Jardim,BR,67.14,overcast clouds,-21.4803,-56.1381,Estancia Hotel - Jardim MS
344,Omaruru,,78.46,clear sky,-21.4333,15.9333,"Kashana, Omaruru, Namibia"
346,Santa Maria,BR,60.1,overcast clouds,-29.6842,-53.8069,Hotel Morotin
347,Vao,NC,73.29,clear sky,-22.6667,167.4833,Hotel Kou-Bugny
349,Fulton,US,81.32,overcast clouds,33.7668,-84.4499,The Blue Door
350,Whitianga,NZ,63.59,light rain,-36.8333,175.7,Beachside Resort Whitianga
355,Itarema,BR,84.13,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
357,Hilo,US,70.29,moderate rain,19.7297,-155.09,Hilo Hawaiian Hotel
358,Rybachiy,RU,67.86,overcast clouds,48.7073,44.7449,Peresvet
360,Menongue,AO,70.77,broken clouds,-14.6585,17.691,Ritz Lauca
362,Sur,OM,84.78,clear sky,22.5667,59.5289,Sur Plaza Hotel
363,Nandu,CN,62.89,overcast clouds,22.8525,110.8233,
364,Acarau,BR,84.24,overcast clouds,-2.8856,-40.12,castelo pizzaria
366,Kailua,US,75.18,broken clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
368,Ponta Delgada,PT,63.32,few clouds,37.7333,-25.6667,Vila Nova Hotel
369,Griffith,US,77.31,clear sky,41.5284,-87.4237,Apartment above Depot Bar
371,Taunggyi,MM,69.48,broken clouds,20.7833,97.0333,True Treasure Hotel
372,Durango,MX,78.19,clear sky,24.8333,-104.8333,
373,Ugoofaaru,MV,83.88,moderate rain,5.6667,73.0,Ungoofaaru Inn
375,Hobyo,SO,81.39,light rain,5.3505,48.5268,Iftin hotel hobyo
377,Tautira,PF,80.26,light rain,-17.7333,-149.15,Pension Oaoa
379,Lasa,IT,74.28,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
380,Ruidoso,US,81.05,clear sky,33.3317,-105.673,Inn of the Mountain Gods
383,Shelburne,CA,75.9,scattered clouds,44.0787,-80.2041,The Retreat at the Farm
384,Mayenne,FR,76.46,light rain,48.3333,-0.6667,la Tour des Anglais
386,Kazerun,IR,82.27,clear sky,29.6195,51.6541,آپارتمان بزرگ اویسا
388,Mareeba,AU,69.44,scattered clouds,-17.0,145.4333,Trinity Plains Tourist Park
391,Riverton,US,71.17,clear sky,40.5219,-111.9391,Ramada by Wyndham Draper
392,Labuan,MY,82.76,few clouds,5.2767,115.2417,Tiara Labuan Hotel
395,Lincoln,US,69.15,broken clouds,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
396,Havelock,US,83.98,clear sky,34.8791,-76.9013,Sherwood Motel
400,Kuala Terengganu,MY,82.35,few clouds,5.3302,103.1408,Hotel Grand Continental Kuala Terengganu (4 Star)
402,Behshahr,IR,75.15,clear sky,36.6923,53.5526,Abbas Abad Hotel & Restaurant
405,Asau,RO,70.72,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
407,Hualmay,PE,67.64,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
408,Liuli,TZ,74.25,few clouds,-11.0833,34.6333,"Puulu Beach,Puulu Village"
410,La Libertad,EC,78.46,overcast clouds,-2.2333,-80.9,Playa Canela Hotel Boutique
411,San-Pedro,CI,84.22,overcast clouds,4.7485,-6.6363,Hotel Maria
412,Pomichna,UA,60.73,broken clouds,48.2422,31.4158,Будинок Відпочинку Лок. Бригад
414,Kruisfontein,ZA,64.89,clear sky,-34.0033,24.7314,Oyster Bay House Rental
415,Lorengau,PG,79.84,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
417,Savannah Bight,HN,80.22,overcast clouds,16.45,-85.85,Villa on Dunbar Rock
418,Henties Bay,,64.58,clear sky,-22.116,14.2845,Fishermans Guest House
419,San Andres,CO,84.22,broken clouds,12.5847,-81.7006,Hotel Arena Blanca
420,Sao Filipe,CV,79.68,broken clouds,14.8961,-24.4956,Hotel Xaguate
422,Lompoc,US,67.93,fog,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
424,Dillon,US,84.04,overcast clouds,34.4166,-79.3712,Dillon Express Inn
426,Yenagoa,NG,84.15,moderate rain,4.9247,6.2642,Aridolf Resort Wellness and Spa
427,Marovoay,MG,78.19,clear sky,-16.1,46.6333,Hôtel les Oliviers Marovoay
428,Gondanglegi,ID,76.91,scattered clouds,-7.7479,112.0132,pondok pesantren mamba'ul 'ulum selo rejo
429,Shelbyville,US,79.03,clear sky,35.4834,-86.4603,Best Western Shelbyville Inn And Suites Celebration Inn
430,Russell,US,83.97,clear sky,32.3502,-85.1999,Macs
432,Kirksville,US,60.57,overcast clouds,40.1948,-92.5833,Budget Host-Village Inn
434,Lumberton,US,82.71,overcast clouds,34.6182,-79.0086,"Country Inn & Suites by Radisson, Lumberton, NC"
435,Nushki,PK,77.11,clear sky,29.5542,66.0215,Shams hotel
437,Gilgit,PK,69.82,overcast clouds,35.9221,74.3087,Tourist Hamlet Gilgit
439,Pasighat,IN,72.48,overcast clouds,28.0667,95.3333,Siang Guest House
441,Murgab,TM,82.27,clear sky,37.4966,61.9714,
442,Pisco,PE,62.65,mist,-13.7,-76.2167,Hotel San Isidro Oficial
444,Mana,GF,82.18,overcast clouds,5.6592,-53.7767,LE SAMANA
446,Dongzhen,CN,66.7,overcast clouds,22.3797,110.9389,茂名中汇时尚酒店
450,Nang Rong,TH,81.79,broken clouds,14.6377,102.7914,Phanomrungpuri Boutique Hotels & Resorts
452,Kavieng,PG,81.07,overcast clouds,-2.5744,150.7967,Nusa Island Retreat
453,Kiunga,PG,72.1,light rain,-6.1219,141.2906,Airport Lodge Kiunga
454,Calama,CL,66.69,clear sky,-22.4667,-68.9333,Park Hotel Calama
455,Turmalina,BR,83.19,broken clouds,-17.2856,-42.73,Hotel Cristal
456,Sibolga,ID,78.73,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
457,Chapais,CA,67.78,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
459,Carballo,ES,68.54,overcast clouds,43.213,-8.691,Pazo do Souto
460,Teguise,ES,68.22,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
461,Half Moon Bay,US,63.63,fog,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
462,Kiama,AU,61.25,clear sky,-34.6833,150.8667,The Sebel Kiama Harbourside
463,Kirakira,SB,78.1,broken clouds,-10.4544,161.9205,SanBiz Lodge
464,Teluk Nibung,ID,78.94,overcast clouds,3.001,99.8164,Hotel Assyifa
466,Kalaleh,IR,76.6,clear sky,37.3807,55.4916,عطر و ادکلن پارسیس
467,Kahului,US,73.85,clear sky,20.8947,-156.47,Maui Seaside Hotel
469,Gawler,AU,61.21,scattered clouds,-34.6,138.7333,Eagle Foundry Bed & Breakfast
474,Hoa Binh,VN,69.55,overcast clouds,20.8133,105.3383,Hoa Dao Hotel
478,Tamandare,BR,83.73,overcast clouds,-8.7597,-35.1047,Pousada 100 Passos
480,Golden,US,69.76,few clouds,39.7555,-105.2211,"The Golden Hotel, Ascend Hotel Collection"
482,Amahai,ID,79.2,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
483,Buchanan,LR,83.8,light rain,5.8808,-10.0467,Kamaneahn Hotel Inc
484,Iquique,CL,62.64,clear sky,-20.2208,-70.1431,Backpacker`s Hostel Iquique
486,Zeerust,ZA,67.41,scattered clouds,-25.5369,26.0751,Kareespruit Game Ranch and Guest House
488,Haverfordwest,GB,67.59,overcast clouds,51.8017,-4.9691,Coastal Cottages of Pembrokeshire
490,Eravur,LK,82.56,overcast clouds,7.7733,81.6095,Farhan KING House
492,Dengfeng,CN,61.09,clear sky,34.4553,113.0281,Songshan Dihao Hotel
493,Abrau-Dyurso,RU,63.86,few clouds,44.69,37.59,Avgustin Inn
494,Kerema,PG,76.8,overcast clouds,-7.9631,145.7785,Frena Lodge
497,Nhulunbuy,AU,70.41,clear sky,-12.2333,136.7667,East Arnhem Real Estate
498,Dingle,PH,77.76,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
500,Marawi,PH,69.98,overcast clouds,7.9986,124.2928,Derogongan Residence
502,Morondava,MG,79.83,broken clouds,-20.2833,44.2833,La Case Bambou
503,Mogadishu,SO,80.76,scattered clouds,2.0371,45.3438,Hotel Juba
504,Mahanoro,MG,71.69,clear sky,-19.9,48.8,BUNGALOW MAHAMANINA
505,Abu Dhabi,AE,84.31,clear sky,24.4667,54.3667,Beach Rotana
506,Road Town,VG,84.29,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
508,Balikpapan,ID,79.79,few clouds,-1.2675,116.8289,Swiss-Belhotel Balikpapan
509,Sokoni,TZ,82.26,clear sky,-6.4333,39.55,Ujamaa Beach Resort
511,Amapa,BR,74.98,overcast clouds,1.0,-52.0,
515,Monte Alegre,BR,81.99,light rain,-2.0078,-54.0692,Hotel Shekinah
517,Dicabisagan,PH,80.56,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
521,Dwarka,IN,83.86,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
523,Praia Da Vitoria,PT,61.05,light rain,38.7333,-27.0667,Hotel Branco I
524,Gat,IL,73.4,clear sky,31.61,34.7642,OlusHome
526,Amuntai,ID,75.38,scattered clouds,-2.4177,115.2494,Hotel Balqis
527,Sola,VU,77.67,overcast clouds,-13.8833,167.55,Leumerus Bungalows
529,Progreso,MX,82.51,clear sky,21.2833,-89.6667,Playa Linda Hotel
530,Sungaipenuh,ID,67.28,heavy intensity rain,-2.0833,101.3833,Penginapan Citra Alam
533,Kollam,IN,78.6,light rain,8.8833,76.6,The Raviz Ashtamudi
535,Excelsior Springs,US,61.68,moderate rain,39.3392,-94.2261,The Elms Hotel & Spa
536,Salinopolis,BR,84.78,light rain,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
537,Kununurra,AU,73.38,clear sky,-15.7667,128.7333,Hotel Kununurra
540,Sao Gabriel Da Cachoeira,BR,82.2,moderate rain,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
544,Tucuma,BR,81.39,moderate rain,-0.1833,-50.05,
545,Campos,BR,80.65,scattered clouds,-21.75,-41.3,Palace Hotel - Campos dos Goytacazes
548,Mumford,GH,83.7,few clouds,5.2618,-0.759,Spanish Villa
549,Korla,CN,76.26,overcast clouds,41.7597,86.1469,Gulisitan Hotel
551,Claveria,PH,79.75,overcast clouds,18.6074,121.0832,Casa Grand Inn By The Sea
552,Riachos,PT,80.35,broken clouds,39.4447,-8.5142,Hotel Torres Novas
553,Isangel,VU,71.71,scattered clouds,-19.55,169.2667,Tanna Lodge
556,Antalaha,MG,74.77,clear sky,-14.9003,50.2788,Hotel Vitasoa
557,Gold Coast,AU,72.0,overcast clouds,-28.0,153.4333,Mantra Towers of Chevron Surfers Paradise
559,Atambua,ID,73.13,overcast clouds,-9.1061,124.8925,Kost Alfa Flat
562,Santa Cruz,BO,73.45,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
563,Thinadhoo,MV,84.45,broken clouds,0.5333,72.9333,
566,Bandarbeyla,SO,82.67,clear sky,9.4942,50.8122,JABIR HOTEL
567,Oriximina,BR,83.35,moderate rain,-1.7656,-55.8661,Pousada Tia Amélia
570,Westport,US,74.75,fog,41.1415,-73.3579,The Westport Inn
571,Lichinga,MZ,68.09,broken clouds,-13.3128,35.2406,Residencial Bendiak
572,Pavlodar,KZ,66.0,clear sky,52.3,76.95,Sary Arka
574,Namibe,AO,75.83,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
576,Marshall,US,83.07,clear sky,34.3834,-86.3333,Riverview Campground
577,Kupino,RU,61.48,broken clouds,54.3663,77.2981,Hotel Sibiria Inn
584,Nishihara,JP,67.28,overcast clouds,26.1842,127.7558,Minshuku Agaihama
585,Hershey,US,72.28,overcast clouds,40.2859,-76.6503,Days Inn by Wyndham Hershey
586,Bambanglipuro,ID,79.48,broken clouds,-7.95,110.2833,Puri Brata
587,Tateyama,JP,60.1,light rain,34.9833,139.8667,Tateyama Seaside Hotel
589,Kavaratti,IN,80.82,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
590,Esil,KZ,60.69,overcast clouds,51.9556,66.4042,Egorkino Hotel
591,Masuguru,TZ,75.81,few clouds,-11.3667,38.4167,
592,Muroto,JP,63.57,overcast clouds,33.2833,134.15,Oota Ryokan
595,Pombas,CV,83.98,few clouds,17.1503,-25.0201,Paul Paradis
596,Belcesti,RO,71.87,overcast clouds,47.3,27.0833,Popa Dan-Eugen
